2023-12-03 19:16:02,261 - INFO - Starting Game
2023-12-03 19:16:02,856 - INFO - YES
2023-12-03 19:16:04,647 - INFO - NO
2023-12-03 19:16:05,434 - INFO - YES
2023-12-03 19:16:07,189 - INFO - Using MedKit
2023-12-03 19:16:07,585 - INFO - YES
2023-12-03 19:16:09,085 - INFO - YES
2023-12-03 19:16:10,207 - INFO - YES
2023-12-03 19:16:13,784 - INFO - YES
2023-12-03 19:16:15,787 - INFO - YES
2023-12-03 19:16:17,555 - INFO - YES
2023-12-03 19:16:19,839 - INFO - YES
2023-12-03 19:16:24,861 - INFO - YES
2023-12-03 19:16:26,811 - INFO - Using MedKit
2023-12-03 19:16:28,212 - INFO - YES
2023-12-03 19:16:30,924 - INFO - Using MedKit
2023-12-03 19:16:31,781 - INFO - YES
